YEAR,TEAM,SEED,CONF,KADJ EM,KADJ O,KADJ D,KADJ T,BADJ EM,BADJ O,BADJ D,BARTHAG,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,2PT%,2PT%D,3PT%,3PT%D,2PTR,3PTR,EXP,TALENT,AVG HGT,EFF HGT,PPPO,PPPD,WAB,ELITE SOS,BADJ T,ROUNDS_WON,RELATIVE RATING,KILLSHOTS PER GAME,KILL SHOTS CONCEDED PER GAME,KILLSHOTS MARGIN,ROSTER RANK,INJURY RANK,NET RPI,ELO,B POWER,Q1 W,Q2 W,Q1 PLUS Q2 W,Q3 Q4 L,RESUME,R SCORE,SEED_DIVERGENCE,COACH,COACH_PREMIUM
2017,Virginia Tech,9,ACC,14.9395,117.358,102.419,68.2782,15.0,116.4,101.4,0.83,57.0,50.9,40.5,26.9,17.2,16.6,23.4,70.1,54.8,49.1,40.3,36.0,60.1,39.9,1.923,67.076,76.574,78.897,1.125,1.056,3.3,32.173,70.1,0.0,12.7941681,,,,,,48,42,44.0,5,6,11,1,23,86.6,-2,Buzz Williams,-0.4
2017,Seton Hall,9,BE,13.9487,109.8,95.8517,67.2845,12.8,108.6,95.8,0.809,50.2,49.0,37.9,36.1,19.4,17.6,35.3,74.6,50.0,48.0,33.7,34.0,69.1,30.9,1.777,55.205,77.608,80.545,1.052,1.007,2.7,32.687,68.8,0.0,12.67379976,,,,,,44,39,53.0,4,5,9,1,41,73.8,-3,Kevin Willard,-2.0
2017,Wichita St.,10,MVC,26.4121,119.636,93.2236,68.6272,24.1,116.9,92.8,0.934,54.7,43.9,40.9,35.2,15.9,19.8,33.9,75.8,51.0,42.3,40.7,31.0,63.6,36.4,1.45,40.472,77.722,80.469,1.177,0.9,4.1,17.09,70.5,1.0,21.86488711,,,,,,32,10,8.0,2,1,3,0,75,89.8,8,Gregg Marshall,0.2
2017,Oklahoma St.,10,B12,22.1043,124.834,102.73,70.289,23.7,125.1,101.4,0.918,53.8,52.8,37.8,45.6,18.3,20.8,38.0,67.8,50.0,52.5,40.3,35.5,63.9,36.1,1.534,54.425,76.346,80.027,1.172,1.072,3.3,38.667,73.0,0.0,17.51003811,,,,,,40,44,24.0,3,3,6,1,53,83.3,4,Brad Underwood,-2.2
2017,Marquette,10,BE,17.5711,120.943,103.371,69.9346,19.8,121.4,101.6,0.886,57.6,51.9,31.1,35.9,17.1,18.5,27.3,71.1,52.7,50.2,43.0,36.9,58.9,41.1,1.671,76.631,76.594,80.145,1.157,1.052,0.6,30.575,71.5,0.0,16.3104775,,,,,,61,53,28.0,7,2,9,2,29,61.8,3,Steve Wojciechowski,-1.8
2017,VCU,10,A10,14.3025,110.018,95.716,68.1834,12.1,107.9,95.8,0.797,51.1,47.1,36.3,39.8,17.9,21.0,31.4,72.5,51.5,45.5,33.4,33.8,70.3,29.7,2.26,42.055,76.401,78.871,1.069,0.951,1.3,18.914,69.8,0.0,14.01281639,,,,,,22,33,52.0,3,6,9,2,56,80.5,-1,Will Wade,-0.8
2017,Kansas St.,11,B12,17.5538,112.038,94.4839,66.1487,18.2,111.5,93.3,0.886,52.4,48.9,40.6,32.2,19.2,22.4,29.5,67.5,51.5,44.6,36.1,38.3,63.6,36.4,1.595,45.961,77.426,80.959,1.057,0.986,1.7,34.368,67.3,0.0,14.2778641,,,,,,57,58,29.0,4,2,6,2,34,68.1,3,Bruce Weber,-2.7
2017,Wake Forest,11,ACC,17.2722,120.873,103.6,70.4705,19.6,121.4,101.8,0.883,54.0,52.2,40.2,37.0,16.5,16.1,30.9,72.4,51.9,51.3,38.7,35.7,64.8,35.2,1.395,47.009,77.249,81.314,1.153,1.087,1.3,34.379,72.0,,13.7908499,,,,,,39,48,30.0,3,5,8,0,47,76.2,3,Danny Manning,-0.2
2017,Rhode Island,11,A10,15.6156,110.668,95.0527,66.1243,15.3,110.2,94.9,0.848,50.7,44.7,39.6,45.4,16.6,19.5,33.1,70.7,50.5,45.3,34.0,29.0,68.0,32.0,1.795,64.496,77.065,79.822,1.086,0.96,0.4,20.094,67.8,1.0,15.13231597,,,,,,31,28,37.0,3,6,9,2,35,87.6,2,Dan Hurley,5.8
2017,Xavier,11,BE,15.3189,114.744,99.4255,67.1917,17.2,114.5,97.3,0.867,51.6,51.8,41.2,33.7,18.6,17.8,35.2,75.0,52.0,52.5,34.0,33.8,63.6,36.4,1.708,61.847,78.488,80.22,1.087,1.04,1.6,32.401,68.7,3.0,13.78248188,,,,,,37,55,40.0,4,4,8,0,42,78.4,1,Chris Mack,0.0
2017,Providence,11,BE,12.8992,108.021,95.1217,66.3485,12.9,107.4,94.5,0.813,51.3,49.7,38.2,30.0,18.5,20.5,26.4,71.9,49.1,50.0,36.8,32.7,64.2,35.8,1.474,55.541,77.634,79.867,1.033,0.979,0.6,29.678,67.9,,12.32668054,,,,,,56,47,56.0,6,2,8,3,39,44.8,-1,Ed Cooley,-2.1
2017,USC,11,P12,12.3407,112.508,100.168,68.8968,11.6,111.2,99.6,0.78,51.9,49.7,37.2,23.9,15.7,18.0,30.8,68.8,50.5,46.8,36.3,36.5,63.9,36.1,1.068,81.237,78.071,81.998,1.107,1.029,1.3,23.057,70.5,1.0,11.33432792,,,,,,41,51,61.0,2,4,6,1,49,59.9,-2,Andy Enfield,2.0
2017,Middle Tennessee,12,CUSA,14.6582,111.64,96.9823,64.2498,14.1,110.4,96.3,0.828,54.3,47.4,29.7,37.9,15.6,20.2,30.2,75.7,53.8,46.8,37.0,32.5,69.7,30.3,2.099,17.718,76.761,80.21,1.118,0.954,2.0,12.053,65.7,1.0,13.93353353,,,,,,35,19,48.0,2,2,4,3,78,64.9,1,Kermit Davis,-0.2
2017,Nevada,12,MWC,13.3415,114.477,101.135,69.6483,12.4,113.5,101.1,0.791,52.7,47.9,41.8,28.1,15.7,15.9,30.6,73.8,49.3,48.9,38.5,30.7,59.8,40.2,1.63,31.488,77.499,79.397,1.123,0.996,1.7,15.312,71.1,0.0,12.03397323,,,,,,29,21,55.0,0,10,10,1,65,60.2,0,Eric Musselman,3.6
2017,Princeton,12,Ivy,12.5002,109.396,96.8962,63.1679,11.5,108.1,96.6,0.785,53.5,48.9,24.9,31.7,15.2,20.6,24.2,75.3,50.4,47.2,38.1,34.4,54.1,45.9,2.006,8.705,76.812,79.201,1.09,0.955,-0.4,13.417,64.3,0.0,12.62819168,,,,,,47,34,59.0,0,1,1,1,110,2.1,0,Mitch Henderson,1.4
2017,UNC Wilmington,12,CAA,12.3867,117.706,105.319,70.0795,12.5,117.1,104.6,0.786,55.2,53.1,30.9,39.4,13.9,20.3,32.5,71.2,56.1,54.2,36.0,33.7,58.2,41.8,2.068,5.2,75.533,78.114,1.18,1.052,1.5,13.569,71.4,0.0,9.819444722,,,,,,27,25,60.0,0,6,6,2,84,21.1,-1,Kevin Keatts,1.3
2017,Vermont,13,AE,11.8847,110.832,98.9477,64.3336,10.9,109.5,98.6,0.77,55.4,48.2,34.9,26.6,17.1,19.7,30.1,73.1,55.6,46.7,36.7,34.5,68.5,31.5,1.935,6.681,76.783,79.384,1.125,0.963,0.7,12.311,65.9,0.0,9.788228153,,,,,,46,27,63.0,0,0,0,1,116,2.3,0,John Becker,-1.1
2017,East Tennessee St.,13,SC,11.4836,107.974,96.4902,70.0234,10.1,106.9,96.8,0.758,56.1,48.5,43.8,37.8,20.6,22.0,30.0,72.9,55.4,45.3,38.2,35.6,64.8,35.2,2.526,10.643,76.657,79.487,1.1,0.959,-0.7,13.051,71.6,0.0,7.127822644,,,,,,55,43,64.0,0,2,2,1,102,1.1,0,Steve Forbes,-0.2
2017,Bucknell,13,Pat,8.71601,109.074,100.358,69.6888,7.9,107.5,99.6,0.706,55.4,48.0,37.2,32.7,18.8,19.7,26.8,72.6,54.6,46.5,37.7,34.0,61.4,38.6,1.413,0.2,76.237,79.959,1.081,0.956,-2.1,12.194,71.4,0.0,6.777547112,,,,,,63,56,80.0,1,2,3,3,97,0.4,-1,Nathan Davis,-0.4
2017,Winthrop,13,BSth,4.62694,106.436,101.809,70.9519,3.7,105.4,101.7,0.601,53.7,46.4,38.9,33.8,17.9,18.7,27.0,71.3,51.2,45.7,38.0,31.8,56.4,43.6,2.203,5.374,74.895,78.889,1.086,0.975,-1.8,9.847,72.3,0.0,3.193924922,,,,,,70,60,112.0,0,3,3,3,113,0.1,-1,Pat Kelsey,-2.2
2017,New Mexico St.,14,WAC,7.31463,110.052,102.738,67.51,7.2,109.0,101.8,0.687,52.8,47.4,44.1,35.3,19.7,19.2,36.0,71.7,54.5,48.7,33.4,30.0,60.9,39.1,1.778,1.948,76.628,79.759,1.11,0.975,-0.3,10.347,68.9,0.0,6.726272814,,,,,,59,49,88.0,0,3,3,2,104,1.0,0,Paul Weir,-0.2
2017,Florida Gulf Coast,14,ASun,5.016,109.563,104.547,65.2507,4.6,108.5,103.9,0.622,54.1,49.1,34.0,34.8,18.1,17.3,34.6,70.4,55.6,50.3,34.0,31.4,68.2,31.8,1.801,28.624,76.896,80.064,1.119,1.03,-1.7,12.991,66.8,0.0,4.951378485,,,,,,85,66,108.0,1,0,1,4,108,0.0,0,Joe Dooley,-0.2
2017,Iona,14,MAAC,4.00176,110.197,106.195,70.4839,3.4,108.7,105.3,0.59,53.4,49.6,31.2,33.4,16.5,18.0,26.9,68.3,49.3,47.2,39.7,36.0,60.0,40.0,1.928,19.851,76.03,79.23,1.1,1.043,-5.8,12.569,71.8,0.0,3.466503937,,,,,,88,88,118.0,1,0,1,7,140,0.0,-1,Tim Cluess,-0.6
2017,Kent St.,14,MAC,1.73415,104.421,102.687,68.2714,1.3,103.8,102.5,0.536,48.1,49.6,33.0,34.2,18.1,19.3,38.1,70.0,48.6,47.9,31.4,35.0,64.9,35.1,1.629,14.694,76.15,79.833,1.059,1.016,-7.2,11.162,69.7,0.0,1.818179319,,,,,,142,87,141.0,0,2,2,12,190,0.0,-1,Rob Senderoff,-0.4
2017,Troy,15,SB,2.67571,109.892,107.217,68.0509,1.8,108.8,107.0,0.548,51.8,49.9,40.6,32.6,17.6,17.7,30.6,70.4,50.8,49.5,35.5,33.7,59.7,40.3,2.045,10.042,76.391,78.877,1.092,1.04,-8.1,11.532,69.4,0.0,1.409831863,,,,,,147,94,130.0,1,0,1,11,167,0.0,0,Phil Cunningham,-0.1
2017,Northern Kentucky,15,Horz,1.33605,106.647,105.311,67.8323,1.3,105.6,104.3,0.536,52.9,49.8,37.3,30.0,19.0,17.0,31.3,73.7,51.9,50.1,36.1,32.8,57.6,42.4,1.277,10.36,76.687,78.86,1.068,1.025,-4.9,10.902,69.3,0.0,0.327202184,,,,,,87,79,147.0,0,1,1,7,182,0.0,0,John Brannen,-0.3
2017,Jacksonville St.,15,OVC,0.583245,105.363,104.78,63.5728,-0.9,104.0,104.9,0.475,52.4,49.3,33.8,34.8,20.7,16.8,31.5,72.0,50.9,44.7,36.7,37.9,63.4,36.6,1.785,4.175,76.709,80.554,1.054,1.041,-8.1,12.694,65.2,0.0,-1.766723098,,,,,,151,125,158.0,0,1,1,10,246,0.0,-1,Ray Harper,-0.2
2017,North Dakota,15,BSky,-0.31127,102.854,103.166,71.25,-0.5,102.1,102.6,0.486,53.4,50.3,36.6,39.4,18.7,20.0,26.2,72.1,51.6,49.4,38.4,34.8,69.9,30.1,1.823,0.2,76.538,79.61,1.065,1.006,-5.3,8.396,72.4,0.0,1.252875984,,,,,,144,101,173.0,0,1,1,8,203,0.0,-1,Brian Jones,-0.1
2017,North Carolina Central,16,MEAC,0.961015,102.796,101.835,66.3643,1.0,101.8,100.8,0.528,51.8,45.1,34.8,27.6,17.9,19.6,32.0,68.6,53.0,45.9,33.3,29.1,61.8,38.2,2.859,0.2,75.773,78.337,1.076,0.937,-5.1,6.379,67.9,,2.656661316,,,,,,202,122,153.0,0,1,1,7,184,0.0,0,Levelle Moton,-0.2
2017,New Orleans,16,Slnd,-0.51777,100.844,101.362,66.1458,-1.9,99.1,101.0,0.446,50.1,49.9,43.5,34.9,23.8,22.3,36.2,67.3,51.2,51.7,31.1,31.2,74.9,25.1,2.499,0.455,75.938,79.868,1.015,0.996,-6.3,11.906,67.8,,-3.506890549,,,,,,154,141,178.0,0,0,0,8,199,0.0,0,Mark Slessinger,0.0
2017,South Dakota St.,16,Sum,-1.33359,110.782,112.116,67.0521,-3.1,108.6,111.7,0.42,53.8,54.0,40.6,27.1,18.3,16.3,27.4,71.2,53.4,52.4,36.1,37.3,54.0,46.0,1.779,6.456,77.531,80.111,1.101,1.116,-9.8,13.118,68.6,0.0,0.461141331,,,,,,155,129,187.0,0,0,0,13,245,0.0,0,T J Otzelberger,0.0
2017,Texas Southern,16,SWAC,-3.66476,103.622,107.286,68.4526,-4.9,101.7,106.6,0.368,48.2,48.9,44.9,32.2,16.6,19.3,32.3,65.6,50.1,49.0,29.7,32.4,65.9,34.1,2.001,5.421,74.36,79.871,1.063,1.026,-4.4,15.142,69.9,0.0,-3.094521669,,,,,,105,120,207.0,0,0,0,5,158,0.0,0,Mike Davis,-0.1
2017,Mount St. Mary's,16,NEC,-4.23312,98.9775,103.211,66.8082,-3.4,98.2,101.6,0.403,50.9,49.6,32.8,33.3,19.2,21.7,23.0,65.5,49.5,48.8,35.7,34.4,63.2,36.8,1.461,4.25,74.935,79.611,0.992,0.996,-7.9,15.979,68.4,0.0,-3.709456352,,,,,,150,164,213.0,0,0,0,7,218,0.0,0,Jamion Christian,0.0
2017,UC Davis,16,BW,-4.75235,97.8508,102.603,68.4821,-3.1,97.9,101.0,0.411,48.7,48.4,41.1,33.6,20.2,20.0,29.6,71.7,46.9,48.1,35.1,32.7,68.6,31.4,2.206,5.789,75.769,78.55,0.986,0.979,-7.5,9.044,70.2,0.0,-3.725006876,,,,,,166,134,218.0,0,0,0,11,249,0.0,0,Jim Les,0.0
2018,Virginia,1,ACC,32.1527,116.528,84.3753,59.1912,30.2,115.2,85.0,0.971,52.9,43.7,24.8,26.2,14.1,21.0,27.4,74.3,50.0,42.4,39.0,30.3,65.2,34.8,1.72,71.072,77.508,80.13,1.112,0.879,11.3,30.429,60.4,0.0,28.79638878,,,,,,1,1,1.7,12,7,19,0,1,100.0,0,Tony Bennett,-7.1
2018,Villanova,1,BE,31.4091,127.384,95.9749,68.277,32.3,127.7,95.4,0.966,59.7,49.2,28.6,25.5,14.6,18.5,28.8,73.3,59.7,49.3,39.8,32.8,53.4,46.6,1.313,80.592,77.329,79.488,1.227,0.999,10.6,32.489,69.5,6.0,28.95142418,,,,,,2,2,1.3,10,8,18,1,4,100.0,0,Jay Wright,3.9
2018,Kansas,1,B12,23.2388,120.933,97.6938,68.4279,26.0,121.7,95.7,0.941,58.1,48.5,26.2,24.8,16.6,18.5,29.1,68.3,56.5,48.1,40.3,32.7,58.4,41.6,1.783,80.44,77.704,80.921,1.162,1.011,8.2,34.024,69.8,4.0,21.08719602,,,,,,5,7,7.7,12,9,21,1,3,99.9,-2,Bill Self,-3.7
2018,Xavier,1,BE,21.6909,120.74,99.0492,70.4307,24.1,121.4,97.3,0.927,55.7,50.0,40.2,24.8,17.0,15.7,30.0,77.1,55.9,50.0,36.9,33.4,64.0,36.0,1.844,76.28,78.483,80.776,1.155,1.021,8.8,31.853,71.6,1.0,19.45180992,,,,,,3,4,12.7,5,10,15,0,14,99.9,-3,Chris Mack,0.0
2018,Duke,2,ACC,29.1348,122.602,93.467,70.0021,29.3,123.2,93.9,0.958,56.0,46.0,34.9,22.0,17.7,16.9,39.1,70.8,55.6,44.8,37.8,32.1,64.5,35.5,0.688,92.943,79.097,82.429,1.188,0.976,6.6,31.36,71.4,3.0,28.66810069,,,,,,6,12,3.0,6,7,13,0,6,99.9,1,Mike Krzyzewski,-0.1
2018,Cincinnati,2,Amer,26.9966,113.155,86.158,64.6798,24.6,111.1,86.5,0.947,51.6,42.8,36.8,27.4,17.3,22.3,38.1,71.3,50.5,40.7,35.7,30.9,64.8,35.2,1.731,63.963,77.445,80.66,1.122,0.861,5.9,21.576,66.5,1.0,26.85043879,,,,,,7,3,5.3,6,7,13,0,8,99.9,1,Mick Cronin,0.1
2018,Purdue,2,B10,26.6663,123.248,96.5818,67.2291,29.2,123.6,94.4,0.957,58.1,46.8,36.1,23.8,15.6,17.7,27.7,71.8,54.9,44.9,42.0,33.7,59.8,40.2,2.106,59.458,77.695,82.87,1.186,0.959,7.6,30.493,68.9,2.0,23.6792597,,,,,,9,9,4.7,6,5,11,0,12,99.8,0,Matt Painter,-2.3
2018,North Carolina,2,ACC,25.0348,121.959,96.9241,70.9501,24.4,121.2,96.8,0.93,52.3,50.1,28.6,25.8,16.8,16.2,38.4,74.0,51.1,45.0,36.4,38.3,65.1,34.9,1.844,77.447,77.462,80.482,1.144,1.021,7.1,39.014,72.5,1.0,25.52727398,,,,,,4,13,7.3,14,2,16,1,2,99.9,0,Roy Williams,5.3
2018,Michigan St.,3,B10,26.3461,119.983,93.6364,67.1449,25.7,119.4,93.7,0.942,57.8,42.6,36.3,29.2,19.2,14.5,36.1,73.2,55.5,38.4,41.3,33.3,64.2,35.8,1.323,84.499,77.332,80.792,1.182,0.945,8.0,27.212,68.2,1.0,26.15538799,,,,,,16,6,5.3,3,5,8,0,41,99.4,1,Tom Izzo,10.3
2018,Michigan,3,B10,23.1909,115.9,92.7095,64.3592,21.8,114.3,92.5,0.919,54.4,48.4,30.3,30.2,13.9,19.4,26.0,75.6,54.3,47.0,36.4,34.3,56.9,43.1,1.626,56.368,77.771,81.526,1.114,0.961,6.9,32.027,65.7,5.0,22.33266753,,,,,,11,5,11.7,6,5,11,1,13,99.8,0,John Beilein,6.5
2018,Tennessee,3,SEC,22.1486,114.839,92.6901,66.1739,22.0,114.3,92.3,0.921,50.7,46.8,36.5,38.3,18.0,20.6,33.6,68.5,47.0,46.1,38.4,31.9,64.4,35.6,1.393,47.881,76.811,79.896,1.094,0.979,6.4,32.934,67.3,1.0,19.16706373,,,,,,8,10,14.3,6,5,11,0,21,99.7,0,Rick Barnes,-3.0
2018,Texas Tech,3,B12,21.9424,114.03,92.0873,66.5709,21.8,112.9,91.1,0.922,52.7,46.7,40.3,38.1,18.1,22.0,33.3,71.6,51.5,45.1,36.6,32.8,65.9,34.1,1.786,36.705,77.621,79.516,1.093,0.94,4.7,31.897,67.6,3.0,19.04380122,,,,,,23,23,12.7,7,6,13,1,11,99.5,0,Chris Beard,5.6
2018,Gonzaga,4,WCC,24.7352,119.824,95.0891,68.9851,23.1,118.3,95.2,0.924,57.7,46.9,30.9,29.4,16.0,17.4,33.0,77.3,58.8,43.3,37.4,35.5,60.4,39.6,1.51,73.63,78.446,81.272,1.199,0.952,4.9,19.117,70.3,2.0,22.63793913,,,,,,21,8,9.0,5,3,8,0,29,99.2,2,Mark Few,4.7
2018,Auburn,4,SEC,20.6348,118.196,97.5614,72.2946,19.9,117.0,97.1,0.895,51.8,49.5,39.9,38.4,16.7,20.8,33.0,71.7,49.4,47.1,36.6,35.4,56.9,43.1,1.241,58.941,75.841,79.021,1.135,0.998,4.3,25.991,73.7,1.0,18.25025292,,,,,,15,22,22.7,7,2,9,0,26,99.2,0,Bruce Pearl,0.9
2018,Wichita St.,4,Amer,20.068,121.925,101.857,68.6357,18.9,120.4,101.5,0.877,55.3,49.3,35.1,33.1,16.4,16.4,35.2,77.3,53.8,45.8,38.5,36.3,61.0,39.0,2.303,38.199,77.803,80.401,1.178,1.013,3.4,24.125,70.2,0.0,20.88246319,,,,,,12,17,15.3,3,11,14,1,37,99.0,-1,Gregg Marshall,0.2
2018,Arizona,4,P12,19.3692,119.012,99.6425,67.313,17.3,117.4,100.1,0.862,56.6,49.3,37.6,31.8,17.6,16.7,33.2,75.0,56.6,47.4,37.7,35.2,67.8,32.2,1.51,82.727,78.636,83.38,1.16,1.021,3.8,22.509,68.5,0.0,19.27562095,,,,,,13,11,19.0,5,9,14,1,32,98.6,-2,Sean Miller,1.3
2018,West Virginia,5,B12,21.7748,119.151,97.3766,69.0413,23.8,119.1,95.3,0.929,50.3,49.6,31.2,44.1,16.5,23.3,36.6,70.0,48.5,45.6,35.3,37.4,61.1,38.9,1.669,38.54,77.304,80.45,1.125,0.975,4.6,33.146,71.2,2.0,20.93086396,,,,,,27,18,10.7,8,7,15,2,7,99.2,1,Bob Huggins,-0.2
2018,Ohio St.,5,B10,21.1094,116.15,95.0408,66.3996,22.5,116.1,93.6,0.923,54.4,48.3,31.5,29.0,17.3,18.0,30.3,75.1,55.1,46.0,35.3,34.6,66.8,33.2,1.815,59.776,76.726,79.628,1.111,0.977,4.5,29.904,67.8,1.0,18.61657173,,,,,,20,19,17.7,3,6,9,1,30,99.0,1,Chris Holtmann,-1.2
2018,Kentucky,5,SEC,20.4069,116.426,96.019,68.5818,19.4,115.1,95.7,0.893,51.7,46.9,42.8,32.2,18.6,17.1,35.6,68.7,50.9,48.4,36.1,29.9,73.8,26.2,0.189,95.962,78.862,81.523,1.096,1.004,4.3,31.972,70.0,2.0,19.64980035,,,,,,18,16,18.0,5,9,14,0,10,99.5,0,John Calipari,9.8
2018,Clemson,5,ACC,20.2693,113.774,93.5052,65.6205,17.9,111.6,93.7,0.882,52.7,47.6,34.1,27.0,17.9,17.7,27.4,73.3,51.2,44.3,36.6,35.5,59.4,40.6,2.022,54.866,77.357,80.314,1.083,0.973,4.0,31.364,67.0,2.0,17.44170069,,,,,,10,28,20.3,4,7,11,0,27,99.3,0,Brad Brownell,0.3
2018,Houston,6,Amer,20.5396,115.787,95.2473,68.2176,19.5,114.6,95.1,0.895,53.9,45.8,32.2,41.1,17.8,19.4,34.7,74.2,51.4,43.8,38.7,32.7,62.3,37.7,2.125,24.411,75.56,78.497,1.132,0.949,2.4,20.996,69.4,1.0,20.62084953,,,,,,17,15,18.3,6,4,10,2,20,98.9,1,Kelvin Sampson,2.6
2018,TCU,6,B12,18.9201,120.625,101.705,68.7039,19.3,120.4,101.1,0.882,56.9,52.7,34.1,30.7,17.7,17.6,34.5,74.1,55.2,50.4,40.0,37.9,64.8,35.2,2.036,29.047,78.077,81.049,1.159,1.06,2.2,31.458,70.1,0.0,17.66503781,,,,,,25,42,20.7,4,4,8,0,36,96.2,0,Jamie Dixon,-6.3
2018,Florida,6,SEC,18.7137,115.14,96.4262,66.7986,20.8,116.0,95.2,0.907,51.1,48.9,33.1,31.7,14.3,20.1,28.8,69.2,47.5,46.6,37.5,35.7,59.8,40.2,1.885,69.428,76.89,80.092,1.102,1.006,1.4,31.853,68.3,1.0,19.49514122,,,,,,46,48,21.7,9,4,13,3,5,95.2,0,Michael White,1.3
2018,Miami FL,6,ACC,15.7103,113.309,97.5988,67.0632,17.1,112.6,95.5,0.869,53.0,48.8,29.1,28.4,16.5,18.9,29.0,71.7,52.2,48.7,36.3,32.6,63.5,36.5,1.249,81.652,77.114,81.181,1.081,0.992,2.7,28.51,68.3,0.0,15.62025867,,,,,,28,26,34.3,5,3,8,1,39,94.8,-2,Jim Larranaga,3.1
2018,Nevada,7,MWC,18.1814,119.901,101.72,69.4886,16.5,118.0,101.5,0.85,54.9,49.2,37.1,30.7,13.9,18.2,27.4,70.9,51.6,50.7,39.8,31.2,59.6,40.4,2.161,57.081,78.302,79.07,1.161,1.018,2.5,19.663,70.9,2.0,13.97785615,,,,,,19,20,31.7,2,8,10,2,58,92.9,1,Eric Musselman,3.6
2018,Texas A&M,7,SEC,16.9086,111.204,94.2949,69.0256,16.7,110.3,93.6,0.869,51.1,46.4,32.0,29.0,19.2,15.9,34.3,71.7,52.1,45.1,32.7,32.4,66.8,33.2,1.551,82.201,78.789,81.914,1.062,0.988,1.9,33.417,70.0,2.0,17.34848733,,,,,,29,47,31.3,6,6,12,1,19,96.9,0,Billy Kennedy,2.0
2018,Arkansas,7,SEC,15.635,117.32,101.685,69.6899,16.7,117.0,100.3,0.855,54.2,50.2,37.3,41.4,15.3,19.4,29.4,68.4,51.4,48.0,40.0,35.5,67.9,32.1,2.109,39.343,77.141,80.622,1.125,1.047,2.8,30.695,71.1,0.0,14.65745368,,,,,,30,29,35.3,6,3,9,1,24,96.5,-1,Mike Anderson,0.2
2018,Rhode Island,7,A10,14.3818,111.71,97.328,68.6547,13.7,110.2,96.5,0.822,51.5,50.1,30.5,40.7,15.5,22.9,31.0,72.5,51.1,50.3,35.0,33.1,68.1,31.9,2.171,56.579,75.66,78.342,1.097,0.978,1.6,19.269,69.9,1.0,14.59868394,,,,,,14,32,41.7,2,4,6,1,71,82.1,-4,Dan Hurley,5.8
2018,Seton Hall,8,BE,17.3352,116.335,98.9994,69.3438,19.1,116.5,97.4,0.887,52.8,49.9,34.6,28.9,17.9,17.9,34.2,71.5,52.0,49.8,36.4,33.4,67.2,32.8,2.043,61.137,78.034,80.957,1.105,1.026,2.5,32.678,70.7,1.0,15.88228127,,,,,,32,43,27.0,4,4,8,2,28,96.0,1,Kevin Willard,-2.0
2018,Creighton,8,BE,17.2792,116.454,99.1744,70.8444,20.3,117.3,97.0,0.899,58.0,50.0,27.1,24.2,15.4,15.8,21.8,75.3,59.3,50.1,37.6,33.2,55.3,44.7,1.695,48.746,77.285,80.214,1.142,1.022,2.0,32.808,72.3,0.0,15.24220931,,,,,,43,49,23.3,2,5,7,0,54,81.0,1,Greg Mcdermott,1.6
2018,Virginia Tech,8,ACC,16.6388,115.016,98.3773,68.6757,16.0,114.4,98.4,0.85,57.5,49.9,36.5,28.7,16.9,18.4,23.5,70.9,57.3,48.6,38.5,34.5,59.9,40.1,1.785,75.538,76.79,78.86,1.127,1.015,1.3,29.946,70.3,0.0,15.51992738,,,,,,62,45,32.3,5,3,8,1,16,80.0,0,Buzz Williams,-0.4
2018,Missouri,8,SEC,15.4717,113.275,97.803,65.6199,16.7,113.0,96.3,0.863,54.5,46.6,38.2,29.4,20.7,16.0,30.8,71.7,50.8,45.6,39.2,32.3,54.5,45.5,1.805,45.402,77.943,81.238,1.084,1.007,0.4,29.725,66.8,0.0,13.36630772,,,,,,44,61,42.7,5,5,10,2,35,65.7,-1,Cuonzo Martin,-1.5
2018,Florida St.,9,ACC,15.8239,115.822,99.9984,71.6051,16.1,114.5,98.4,0.851,53.9,48.9,36.1,30.7,17.6,19.1,33.2,69.9,54.6,45.5,35.1,36.4,63.1,36.9,1.607,59.86,78.496,81.2,1.11,1.011,1.0,29.762,73.0,3.0,14.71486533,,,,,,54,58,36.0,6,1,7,1,22,72.8,1,Leonard Hamilton,1.2
2018,North Carolina St.,9,ACC,15.1323,116.426,101.294,71.3548,13.7,114.8,101.1,0.812,53.3,51.5,33.9,32.6,16.9,20.7,33.6,68.1,52.1,53.5,37.2,31.6,66.0,34.0,1.734,43.838,76.427,80.511,1.123,1.03,0.9,28.427,72.8,0.0,12.584147,,,,,,64,57,45.3,5,3,8,2,17,62.0,0,Kevin Keatts,1.3
2018,Kansas St.,9,B12,14.7543,112.178,97.4236,65.5437,16.5,112.3,95.8,0.862,53.5,49.5,33.6,36.6,17.2,21.4,26.1,67.8,54.6,49.3,34.4,33.2,63.2,36.8,1.344,47.73,77.082,80.352,1.082,1.015,2.6,31.68,66.5,3.0,11.99097193,,,,,,52,31,43.0,4,5,9,1,43,70.8,-1,Bruce Weber,-2.7
2018,Alabama,9,SEC,13.8252,108.459,94.6334,68.7962,12.2,107.0,94.8,0.801,51.6,47.2,41.5,36.8,20.1,18.7,29.1,69.4,53.2,46.8,32.5,31.9,64.4,35.6,0.744,73.914,78.097,80.946,1.03,0.996,-1.1,30.311,70.0,1.0,13.10829525,,,,,,42,73,49.7,7,4,11,3,9,40.5,-2,Avery Johnson,0.4
